UE,Éléments constitutifs,MCC 40%,Examen 60%,Moy EC,Coef,Étudiant
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.5,18.45,18.87,"2,00",Etudiant_130
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.76,12.07,13.54,"1,50",Etudiant_130
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.55,17.75,15.27,"1,75",Etudiant_130
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.32,10.2,9.45,"1,00",Etudiant_130
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.5,10.18,9.91,"1,00",Etudiant_131
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,12.27,11.07,11.55,"2,00",Etudiant_131
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.88,11.7,13.77,"1,50",Etudiant_131
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.44,13.02,11.59,"1,75",Etudiant_131
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.42,19.14,17.25,"1,00",Etudiant_131
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.55,10.55,12.95,"1,00",Etudiant_132
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.74,18.49,14.99,"2,00",Etudiant_132
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.7,8.9,13.22,"1,50",Etudiant_132
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.33,13.14,11.61,"1,75",Etudiant_132
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.16,11.39,14.1,"1,00",Etudiant_132
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,19.77,7.45,12.38,"1,00",Etudiant_133
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,18.26,10.14,13.39,"2,00",Etudiant_133
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.52,8.54,12.93,"1,50",Etudiant_133
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.45,11.31,11.76,"1,75",Etudiant_133
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.82,14.55,14.26,"1,00",Etudiant_133
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.94,16.51,13.88,"1,00",Etudiant_134
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.96,17.91,15.13,"2,00",Etudiant_134
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.16,13.98,15.65,"1,50",Etudiant_134
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.73,18.32,16.08,"1,75",Etudiant_134
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.39,18.74,16.6,"1,00",Etudiant_134
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.27,12.09,14.16,"1,00",Etudiant_135
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.86,16.55,13.47,"2,00",Etudiant_135
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.26,10.79,11.38,"1,50",Etudiant_135
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.84,12.72,15.56,"1,75",Etudiant_135
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.95,17.82,15.87,"1,00",Etudiant_135
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.89,14.75,16.01,"1,00",Etudiant_136
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.59,11.45,11.11,"2,00",Etudiant_136
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.56,8.4,11.66,"1,50",Etudiant_136
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.33,15.61,14.7,"1,75",Etudiant_136
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.52,10.59,12.96,"1,00",Etudiant_136
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.09,19.12,15.51,"1,00",Etudiant_137
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.82,12.54,13.45,"2,00",Etudiant_137
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.53,9.68,12.42,"1,50",Etudiant_137
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.02,19.41,18.05,"1,75",Etudiant_137
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.65,17.52,16.77,"1,00",Etudiant_137
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.29,7.69,7.93,"1,00",Etudiant_138
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.95,17.48,14.47,"2,00",Etudiant_138
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.53,8.96,8.39,"1,50",Etudiant_138
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.46,18.36,18.4,"1,75",Etudiant_138
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.52,7.27,7.37,"1,00",Etudiant_138
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.37,10.61,11.32,"1,00",Etudiant_139
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.97,9.89,12.72,"2,00",Etudiant_139
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.02,19.25,16.35,"1,50",Etudiant_139
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.0,8.96,8.58,"1,75",Etudiant_139
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.91,16.36,17.78,"1,00",Etudiant_139
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.34,9.55,12.27,"1,00",Etudiant_140
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.25,11.1,12.76,"2,00",Etudiant_140
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.61,15.01,15.65,"1,50",Etudiant_140
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.19,9.32,8.46,"1,75",Etudiant_140
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.71,8.66,8.28,"1,00",Etudiant_140
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.9,13.54,11.69,"1,00",Etudiant_141
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,17.33,17.16,17.23,"2,00",Etudiant_141
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.48,19.01,14.8,"1,50",Etudiant_141
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.33,19.8,17.61,"1,75",Etudiant_141
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.51,7.46,8.68,"1,00",Etudiant_141
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.32,12.15,12.22,"1,00",Etudiant_142
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.01,19.46,16.88,"2,00",Etudiant_142
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.31,18.22,14.66,"1,50",Etudiant_142
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.54,7.4,9.06,"1,75",Etudiant_142
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.61,10.47,10.53,"1,00",Etudiant_142
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.26,10.08,10.95,"1,00",Etudiant_143
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.28,13.32,15.7,"2,00",Etudiant_143
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,13.23,15.02,14.3,"1,50",Etudiant_143
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.44,9.47,10.26,"1,75",Etudiant_143
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.65,17.93,15.42,"1,00",Etudiant_143
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.03,9.63,8.99,"1,00",Etudiant_144
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,12.97,16.19,14.9,"2,00",Etudiant_144
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.92,7.16,7.47,"1,50",Etudiant_144
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.28,8.65,12.1,"1,75",Etudiant_144
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.82,8.39,10.56,"1,00",Etudiant_144
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.14,15.04,12.28,"1,00",Etudiant_145
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,17.96,18.17,18.08,"2,00",Etudiant_145
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.54,14.61,12.98,"1,50",Etudiant_145
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.12,12.02,14.06,"1,75",Etudiant_145
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.27,13.14,11.99,"1,00",Etudiant_145
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.23,8.89,10.63,"1,00",Etudiant_146
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,18.71,7.26,11.84,"2,00",Etudiant_146
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.96,7.79,9.45,"1,50",Etudiant_146
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.55,8.99,10.01,"1,75",Etudiant_146
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.49,8.52,12.11,"1,00",Etudiant_146
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.9,14.62,13.13,"1,00",Etudiant_147
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.4,17.95,18.53,"2,00",Etudiant_147
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.43,8.74,13.02,"1,50",Etudiant_147
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.99,13.09,11.85,"1,75",Etudiant_147
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.45,19.86,15.3,"1,00",Etudiant_147
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.02,13.86,13.12,"1,00",Etudiant_148
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.58,15.69,15.64,"2,00",Etudiant_148
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.91,10.24,11.31,"1,50",Etudiant_148
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.9,11.88,12.69,"1,75",Etudiant_148
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.76,17.58,16.45,"1,00",Etudiant_148
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.08,19.29,15.21,"1,00",Etudiant_149
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,18.84,16.85,17.65,"2,00",Etudiant_149
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.84,8.38,11.77,"1,50",Etudiant_149
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.32,9.22,9.26,"1,75",Etudiant_149
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.51,11.01,11.21,"1,00",Etudiant_149
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.01,10.48,13.49,"1,00",Etudiant_150
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.03,13.34,13.22,"2,00",Etudiant_150
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.86,18.33,18.54,"1,50",Etudiant_150
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.75,16.8,13.58,"1,75",Etudiant_150
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.79,15.57,14.46,"1,00",Etudiant_150
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.91,13.4,12.0,"1,00",Etudiant_151
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.72,7.9,11.43,"2,00",Etudiant_151
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.21,13.06,11.52,"1,50",Etudiant_151
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.98,17.85,17.5,"1,75",Etudiant_151
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.03,19.82,19.11,"1,00",Etudiant_151
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.04,19.43,17.67,"1,00",Etudiant_152
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.86,8.8,9.62,"2,00",Etudiant_152
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.08,14.8,16.11,"1,50",Etudiant_152
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.8,10.73,11.16,"1,75",Etudiant_152
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.04,8.45,12.68,"1,00",Etudiant_152
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.14,19.97,14.84,"1,00",Etudiant_153
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.75,13.84,12.2,"2,00",Etudiant_153
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.22,18.09,16.94,"1,50",Etudiant_153
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.6,16.03,14.26,"1,75",Etudiant_153
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.83,14.36,13.35,"1,00",Etudiant_153
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.51,9.36,11.82,"1,00",Etudiant_154
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.57,16.6,14.19,"2,00",Etudiant_154
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.81,17.26,14.68,"1,50",Etudiant_154
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.85,13.06,12.98,"1,75",Etudiant_154
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.99,19.05,17.42,"1,00",Etudiant_154
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,19.88,16.7,17.97,"1,00",Etudiant_155
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.74,16.91,13.24,"2,00",Etudiant_155
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.26,11.32,10.09,"1,50",Etudiant_155
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.71,11.17,9.79,"1,75",Etudiant_155
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.2,13.24,14.82,"1,00",Etudiant_155
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.07,16.8,16.91,"1,00",Etudiant_156
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.84,17.52,18.45,"2,00",Etudiant_156
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.53,13.85,14.92,"1,50",Etudiant_156
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.35,11.55,11.87,"1,75",Etudiant_156
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.06,8.58,9.57,"1,00",Etudiant_156
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.92,9.13,11.05,"1,00",Etudiant_157
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.95,11.84,11.49,"2,00",Etudiant_157
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.65,19.52,16.37,"1,50",Etudiant_157
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.97,16.27,16.95,"1,75",Etudiant_157
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.11,14.28,13.41,"1,00",Etudiant_157
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.09,15.91,15.18,"1,00",Etudiant_158
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.24,15.69,15.11,"2,00",Etudiant_158
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.26,19.02,18.31,"1,50",Etudiant_158
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.7,10.51,11.39,"1,75",Etudiant_158
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.31,10.01,10.13,"1,00",Etudiant_158
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.39,16.23,16.29,"1,00",Etudiant_159
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.21,8.69,11.3,"2,00",Etudiant_159
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.77,17.45,17.98,"1,50",Etudiant_159
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.83,15.02,16.95,"1,75",Etudiant_159
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.01,14.03,12.82,"1,00",Etudiant_159
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.86,7.79,11.42,"1,00",Etudiant_160
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.6,17.54,18.37,"2,00",Etudiant_160
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.21,11.77,11.55,"1,50",Etudiant_160
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.41,15.92,15.72,"1,75",Etudiant_160
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.43,14.7,14.59,"1,00",Etudiant_160
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.08,16.04,12.45,"1,00",Etudiant_161
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,17.62,13.39,15.08,"2,00",Etudiant_161
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.39,7.86,7.67,"1,50",Etudiant_161
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.23,15.61,13.46,"1,75",Etudiant_161
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.07,9.04,12.25,"1,00",Etudiant_161
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.35,14.6,15.3,"1,00",Etudiant_162
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.82,7.21,10.66,"2,00",Etudiant_162
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.35,10.13,9.02,"1,50",Etudiant_162
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.64,7.48,9.94,"1,75",Etudiant_162
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.71,13.44,15.55,"1,00",Etudiant_162
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.72,15.47,14.77,"1,00",Etudiant_163
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.08,18.96,17.81,"2,00",Etudiant_163
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.34,17.04,17.56,"1,50",Etudiant_163
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.6,12.46,10.52,"1,75",Etudiant_163
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.51,19.04,16.83,"1,00",Etudiant_163
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.95,15.65,16.17,"1,00",Etudiant_164
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.67,19.81,17.35,"2,00",Etudiant_164
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.42,13.37,11.79,"1,50",Etudiant_164
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.52,18.37,18.83,"1,75",Etudiant_164
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.58,11.95,14.6,"1,00",Etudiant_164
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.47,15.86,16.9,"1,00",Etudiant_165
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,18.52,14.45,16.08,"2,00",Etudiant_165
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.67,9.53,10.79,"1,50",Etudiant_165
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.69,14.87,16.79,"1,75",Etudiant_165
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.8,7.94,11.08,"1,00",Etudiant_165
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.45,7.63,7.96,"1,00",Etudiant_166
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.78,15.71,14.94,"2,00",Etudiant_166
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.4,18.85,15.07,"1,50",Etudiant_166
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.12,8.08,8.5,"1,75",Etudiant_166
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.51,10.51,13.31,"1,00",Etudiant_166
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.17,15.85,13.58,"1,00",Etudiant_167
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.71,17.23,18.22,"2,00",Etudiant_167
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,13.68,9.75,11.32,"1,50",Etudiant_167
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.78,9.84,9.01,"1,75",Etudiant_167
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.91,17.3,18.34,"1,00",Etudiant_167
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.1,10.16,9.34,"1,00",Etudiant_168
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.26,17.09,13.96,"2,00",Etudiant_168
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.83,17.56,15.27,"1,50",Etudiant_168
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.26,15.25,15.65,"1,75",Etudiant_168
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.11,11.75,12.69,"1,00",Etudiant_168
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.61,9.89,10.58,"1,00",Etudiant_169
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.82,16.99,18.13,"2,00",Etudiant_169
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.44,9.71,9.2,"1,50",Etudiant_169
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.3,13.57,13.86,"1,75",Etudiant_169
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.4,16.05,16.99,"1,00",Etudiant_169
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.1,7.68,11.85,"1,00",Etudiant_170
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.43,14.62,15.34,"2,00",Etudiant_170
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.48,12.02,13.81,"1,50",Etudiant_170
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.52,7.68,8.42,"1,75",Etudiant_170
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.49,15.32,14.99,"1,00",Etudiant_170
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.25,18.43,14.36,"1,00",Etudiant_171
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.05,15.75,12.67,"2,00",Etudiant_171
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.23,12.9,13.84,"1,50",Etudiant_171
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.01,19.66,14.6,"1,75",Etudiant_171
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.91,15.02,13.38,"1,00",Etudiant_171
